ticker,company,fiscal_year,fiscal_period,period_end,form_type,filed_date,cash,financing_cash_flow,interest_expense,investing_cash_flow,long_term_debt,net_income,operating_cash_flow,operating_expenses,revenue,stockholders_equity,tax_expense,total_assets,total_liabilities,days_to_file,late_filing,revenue_yoy_pct,net_income_yoy_pct,operating_expenses_yoy_pct,total_assets_yoy_pct,profit_margin,debt_to_equity,cash_ratio,expense_ratio,expense_ratio_zscore,materiality_score,profit_margin_vs_peers
AXP,AMERICAN EXPRESS CO,2011.0,Q3,2011-09-30,10-Q,2011-11-02,,,,,61767000000.0,,,,,18100000000.0,,148693000000.0,130593000000.0,33,0,0.0,13.08,,3.27,,3.4125,,,,0,
AXP,AMERICAN EXPRESS CO,2012.0,FY,2011-09-30,10-K,2013-02-22,,,,,,1235000000.0,,,,,,,,511,1,0.0,4.93,,0.61,,,,,,20,
AXP,AMERICAN EXPRESS CO,2012.0,Q3,2011-09-30,10-Q,2012-10-31,,,575000000.0,,,,,,,,476000000.0,,,397,1,0.0,-7.21,,0.61,,,,,,20,
AXP,AMERICAN EXPRESS CO,2011.0,FY,2011-12-31,10-K,2012-02-24,,-1384000000.0,,-491000000.0,,,10475000000.0,,,,,,,55,0,0.0,-7.21,,0.61,,,,,,0,
AXP,AMERICAN EXPRESS CO,2012.0,FY,2011-12-31,10-K,2013-02-22,,,,,59570000000.0,1192000000.0,,,,,,153337000000.0,134543000000.0,419,1,0.0,-10.440000000000001,,3.1199999999999997,,,,,,20,
AXP,AMERICAN EXPRESS CO,2013.0,FY,2011-12-31,10-K,2014-02-25,,,2320000000.0,,,4935000000.0,,,,,2057000000.0,,,787,1,0.0,299.6,,3.1199999999999997,,,,,,20,
AXP,AMERICAN EXPRESS CO,2014.0,FY,2011-12-31,10-K,2015-02-24,,,,,,,,,,18794000000.0,,,,1151,1,0.0,299.6,,3.1199999999999997,,,,,,20,
AXP,AMERICAN EXPRESS CO,2012.0,Q1,2012-03-31,10-Q,2012-05-01,,-3316000000.0,,1948000000.0,56844000000.0,,3432000000.0,,,19907000000.0,,151784000000.0,131877000000.0,31,0,0.0,299.6,,2.08,,2.8555,,,,0,
AXP,AMERICAN EXPRESS CO,2013.0,FY,2012-03-31,10-K,2014-02-25,,,,,,1256000000.0,,,,,,,,696,1,0.0,5.37,,-1.01,,,,,,20,
AXP,AMERICAN EXPRESS CO,2013.0,Q1,2012-03-31,10-Q,2013-04-29,,,574000000.0,,,,,,,,517000000.0,,,394,1,0.0,-74.55000000000001,,-1.01,,,,,,20,
AXP,AMERICAN EXPRESS CO,2012.0,Q2,2012-06-30,10-Q,2012-08-02,,,,,55953000000.0,,,,,19267000000.0,,148128000000.0,128861000000.0,33,0,0.0,-74.55000000000001,,-3.4000000000000004,,2.9041,,,,0,
AXP,AMERICAN EXPRESS CO,2013.0,FY,2012-06-30,10-K,2014-02-25,,,,,,1339000000.0,,,,,,,,605,1,0.0,-72.87,,-2.41,,,,,,20,
AXP,AMERICAN EXPRESS CO,2013.0,Q2,2012-06-30,10-Q,2013-07-29,,,550000000.0,,,,,,,,540000000.0,,,394,1,0.0,6.61,,-2.41,,,,,,20,
AXP,AMERICAN EXPRESS CO,2012.0,Q3,2012-09-30,10-Q,2012-10-31,,,,,56271000000.0,,,,,19478000000.0,,152873000000.0,133395000000.0,31,0,0.0,6.61,,0.72,,2.889,,,,0,
AXP,AMERICAN EXPRESS CO,2013.0,FY,2012-09-30,10-K,2014-02-25,,,,,,1250000000.0,,,,,,,,513,1,0.0,-0.48,,3.2,,,,,,20,
AXP,AMERICAN EXPRESS CO,2013.0,Q3,2012-09-30,10-Q,2013-10-29,,,558000000.0,,,,,,,,620000000.0,,,394,1,0.0,-6.65,,3.2,,,,,,20,
AXP,AMERICAN EXPRESS CO,2013.0,FY,2012-12-31,10-K,2014-02-25,,,,,58973000000.0,637000000.0,,,,,,153140000000.0,134254000000.0,421,1,0.0,-52.43,,3.38,,,,,,20,
AXP,AMERICAN EXPRESS CO,2014.0,FY,2012-12-31,10-K,2015-02-24,,,2226000000.0,,,4482000000.0,,,,,1969000000.0,,,785,1,0.0,234.73000000000002,,0.16999999999999998,,,,,,20,
AXP,AMERICAN EXPRESS CO,2015.0,FY,2012-12-31,10-K,2016-02-19,,,,,,,,,,18886000000.0,,,,1145,1,0.0,258.56,,0.16999999999999998,,,,,,20,
AXP,AMERICAN EXPRESS CO,2013.0,Q1,2013-03-31,10-Q,2013-04-29,,,,,56366000000.0,,,,,19290000000.0,,156855000000.0,137565000000.0,29,0,0.0,258.56,,2.6,,2.922,,,,0,
AXP,AMERICAN EXPRESS CO,2014.0,FY,2013-03-31,10-K,2015-02-24,,,,,,1280000000.0,,,,,,,,695,1,0.0,100.94000000000001,,2.4299999999999997,,,,,,20,
AXP,AMERICAN EXPRESS CO,2014.0,Q1,2013-03-31,10-Q,2014-04-29,,,519000000.0,,,,,,,,629000000.0,,,394,1,0.0,-71.44,,2.4299999999999997,,,,,,20,
AXP,AMERICAN EXPRESS CO,2013.0,Q2,2013-06-30,10-Q,2013-07-29,,,,,52675000000.0,,,,,19034000000.0,,151933000000.0,132899000000.0,29,0,0.0,-71.44,,-0.79,,2.7674,,,,0,
AXP,AMERICAN EXPRESS CO,2014.0,FY,2013-06-30,10-K,2015-02-24,,,,,,1405000000.0,,,,,,,,604,1,0.0,-68.65,,-3.1399999999999997,,,,,,20,
AXP,AMERICAN EXPRESS CO,2014.0,Q2,2013-06-30,10-Q,2014-07-30,,,492000000.0,,,,,,,,590000000.0,,,395,1,0.0,9.77,,-3.1399999999999997,,,,,,20,
AXP,AMERICAN EXPRESS CO,2013.0,Q3,2013-09-30,10-Q,2013-10-29,,,,,52529000000.0,,,,,19216000000.0,,150103000000.0,130887000000.0,29,0,0.0,9.77,,-4.3,,2.7336,,,,0,
AXP,AMERICAN EXPRESS CO,2014.0,FY,2013-09-30,10-K,2015-02-24,,,,,,1366000000.0,,,,,,,,512,1,0.0,6.72,,-1.2,,,,,,20,
AXP,AMERICAN EXPRESS CO,2014.0,Q3,2013-09-30,10-Q,2014-10-28,,,484000000.0,,,,,,,,638000000.0,,,393,1,0.0,-2.78,,-1.2,,,,,,20,
AXP,AMERICAN EXPRESS CO,2014.0,FY,2013-12-31,10-K,2015-02-24,,,,,55330000000.0,1308000000.0,,,,,,,133879000000.0,420,1,0.0,-6.9,,-1.2,,,,,,20,
AXP,AMERICAN EXPRESS CO,2015.0,FY,2013-12-31,10-K,2016-02-19,,,1958000000.0,,,5359000000.0,,,,,2529000000.0,153000000000.0,,780,1,0.0,281.42,,1.9300000000000002,,,,,,20,
AXP,AMERICAN EXPRESS CO,2016.0,FY,2013-12-31,10-K,2017-02-17,,,,,,,,,,19496000000.0,,,,1144,1,0.0,292.31,,1.9300000000000002,,,,,,20,
AXP,AMERICAN EXPRESS CO,2014.0,Q1,2014-03-31,10-Q,2014-04-29,,,,,54095000000.0,,,,,19977000000.0,,151497000000.0,131520000000.0,29,0,0.0,292.31,,0.9299999999999999,,2.7079,,,,0,
AXP,AMERICAN EXPRESS CO,2015.0,FY,2014-03-31,10-K,2016-02-19,,,,,,1432000000.0,,,,,,,,690,1,0.0,9.48,,0.9299999999999999,,,,,,20,
AXP,AMERICAN EXPRESS CO,2015.0,Q1,2014-03-31,10-Q,2015-04-29,,,439000000.0,,,,,,,,776000000.0,,,394,1,0.0,-73.28,,-0.98,,,,,,20,
