ticker,company,fiscal_year,fiscal_period,period_end,form_type,filed_date,cash,financing_cash_flow,interest_expense,investing_cash_flow,long_term_debt,net_income,operating_cash_flow,operating_expenses,revenue,stockholders_equity,tax_expense,total_assets,total_liabilities,days_to_file,late_filing,revenue_yoy_pct,net_income_yoy_pct,operating_expenses_yoy_pct,total_assets_yoy_pct,profit_margin,debt_to_equity,cash_ratio,expense_ratio,expense_ratio_zscore,materiality_score,profit_margin_vs_peers
BLK,"BlackRock, Inc.",2025.0,Q1,2025-03-31,10-Q,2025-05-07,7747000000.0,-661000000.0,,-3336000000.0,12349000000.0,1510000000.0,-1128000000.0,3578000000.0,,48036000000.0,248000000.0,141942000000.0,91752000000.0,37,0,16.18,1.0,19.07,6.87,,0.2571,0.0844,,,15,
BLK,"BlackRock, Inc.",2025.0,Q2,2025-06-30,10-Q,2025-08-06,9478000000.0,,,,12762000000.0,1593000000.0,,3692000000.0,,49141000000.0,587000000.0,146470000000.0,94868000000.0,37,0,16.18,-2.33,15.7,10.280000000000001,,0.2597,0.0999,,,15,
BLK,"BlackRock, Inc.",2025.0,Q3,2025-09-30,10-Q,2025-11-05,9979000000.0,,,,12766000000.0,1323000000.0,,4554000000.0,,55519000000.0,470000000.0,162682000000.0,100827000000.0,36,0,0.0,-18.88,42.71,22.49,,0.2299,0.099,,,30,
BLK,"BlackRock, Inc.",2025.0,FY,2025-12-31,10-K,2026-02-25,11468000000.0,-1127000000.0,,-4418000000.0,12768000000.0,5553000000.0,3927000000.0,17171000000.0,,55888000000.0,1677000000.0,169998000000.0,108456000000.0,56,0,0.0,-12.809999999999999,33.800000000000004,22.64,,0.2285,0.1057,,,30,
C,CITIGROUP INC,2009.0,FY,2007-12-31,10-K,2010-02-26,,,75958000000.0,,,3617000000.0,,58737000000.0,77300000000.0,,-2546000000.0,,,788,1,,,,,0.0468,,,0.7599,-0.0248,20,-0.1685
C,CITIGROUP INC,2009.0,Q3,2008-09-30,10-Q,2009-11-06,,,12726000000.0,,,-2815000000.0,,14007000000.0,16258000000.0,,-3295000000.0,,,402,1,,,,,-0.1731,,,0.8615,0.2036,35,-0.2331
C,CITIGROUP INC,2009.0,FY,2008-12-31,10-K,2010-02-26,,,,,359593000000.0,,,,,141630000000.0,,1938470000000.0,1794448000000.0,422,1,,,,,,2.539,,,,20,
C,CITIGROUP INC,2010.0,FY,2008-12-31,10-K,2011-02-25,,,52750000000.0,,,-27684000000.0,,69240000000.0,51599000000.0,,-20326000000.0,,,786,1,,,,,-0.5365,,,1.3419,1.2833,35,-0.6198
C,CITIGROUP INC,2010.0,FY,2009-03-31,10-K,2011-02-25,,,,,,1593000000.0,,11685000000.0,24521000000.0,,835000000.0,,,696,1,-68.28,-55.96,-80.11,,0.065,,,0.4765,-0.6617,50,-0.0182
C,CITIGROUP INC,2010.0,Q1,2009-03-31,10-Q,2010-05-07,,,7657000000.0,,,,,,,,,,,402,1,50.82,-156.59,-16.580000000000002,,,,,,,35,
C,CITIGROUP INC,2010.0,FY,2009-06-30,10-K,2011-02-25,,,,,,4279000000.0,,11999000000.0,29969000000.0,,907000000.0,,,605,1,84.33,-252.01,-14.34,0.0,0.1428,,,0.4004,-0.8328,35,0.0596
C,CITIGROUP INC,2010.0,Q2,2009-06-30,10-Q,2010-08-06,,,6842000000.0,,,,,,,,,,,402,1,-41.92,-115.46000000000001,-82.67,0.0,,,,,,50,
C,CITIGROUP INC,2009.0,Q3,2009-09-30,10-Q,2009-11-06,,,,,379557000000.0,,,,,140842000000.0,,1888599000000.0,1745650000000.0,37,0,22.220000000000002,168.60999999999999,2.69,-2.5700000000000003,,2.6949,,,,0,
C,CITIGROUP INC,2010.0,FY,2009-09-30,10-K,2011-02-25,,,,,,101000000.0,,11824000000.0,20390000000.0,,-1122000000.0,,,513,1,-16.85,-93.66,1.1900000000000002,-2.5700000000000003,0.005,,,0.5799,-0.4293,20,-0.0782
C,CITIGROUP INC,2010.0,Q3,2009-09-30,10-Q,2010-11-05,,,6680000000.0,,,,,,,,,,,401,1,-31.96,-97.64,-1.46,-2.5700000000000003,,,,,,20,
C,CITIGROUP INC,2010.0,FY,2009-12-31,10-K,2011-02-25,,,,,364019000000.0,-7579000000.0,,12314000000.0,5405000000.0,,-7353000000.0,1856646000000.0,1701673000000.0,421,1,-81.96,-277.12,2.63,-4.22,-1.4022,,,2.2783,3.388,70,-1.4854
C,CITIGROUP INC,2011.0,FY,2009-12-31,10-K,2012-02-24,,,27902000000.0,,,-1606000000.0,,47822000000.0,80285000000.0,152700000000.0,-6733000000.0,,,785,1,167.89000000000001,-137.53,298.55,-1.69,-0.02,,,0.5957,-0.3938,65,-0.128
C,CITIGROUP INC,2010.0,Q1,2010-03-31,10-Q,2010-05-07,,,,,439274000000.0,,,,,151421000000.0,,2002213000000.0,1848434000000.0,37,0,293.75,-1690.1,304.45000000000005,6.02,,2.901,,,,30,
C,CITIGROUP INC,2011.0,FY,2010-03-31,10-K,2012-02-24,,,,,,4428000000.0,,11518000000.0,25421000000.0,,1036000000.0,,,695,1,24.67,4284.16,-2.59,6.02,0.1742,,,0.4531,-0.7143,20,0.0662
C,CITIGROUP INC,2011.0,Q1,2010-03-31,10-Q,2011-05-05,,,6291000000.0,,,,,,,,,,,400,1,370.32,-158.42000000000002,-6.460000000000001,7.84,,,,,,20,
C,CITIGROUP INC,2010.0,Q2,2010-06-30,10-Q,2010-08-06,,,,,413297000000.0,,,,,154806000000.0,,1937656000000.0,1780326000000.0,37,0,-68.34,-375.72,-75.91,4.36,,2.6698,,,,30,
C,CITIGROUP INC,2011.0,FY,2010-06-30,10-K,2012-02-24,,,,,,2697000000.0,,11866000000.0,22071000000.0,,812000000.0,,,604,1,-72.50999999999999,-267.93,-75.19,-3.2199999999999998,0.1222,,,0.5376,-0.5244,50,0.0142
C,CITIGROUP INC,2011.0,Q2,2010-06-30,10-Q,2011-08-05,,,6429000000.0,,,,,,,,,,,401,1,-13.18,-39.09,3.02,-3.2199999999999998,,,,,,20,
C,CITIGROUP INC,2010.0,Q3,2010-09-30,10-Q,2010-11-05,,,,,387330000000.0,,,,,162913000000.0,,1983280000000.0,1818097000000.0,36,0,-13.18,-39.09,3.02,-0.95,,2.3775,,,,0,
C,CITIGROUP INC,2011.0,FY,2010-09-30,10-K,2012-02-24,,,,,,2168000000.0,,11520000000.0,20738000000.0,,698000000.0,,,512,1,-18.42,-51.04,0.02,2.35,0.1045,,,0.5555,-0.4842,20,-0.0035
C,CITIGROUP INC,2011.0,Q3,2010-09-30,10-Q,2011-11-04,,,6183000000.0,,,,,,,,,,,400,1,-6.04,-19.61,-2.92,2.35,,,,,,20,
C,CITIGROUP INC,2011.0,FY,2010-12-31,10-K,2012-02-24,,,,,381183000000.0,1309000000.0,,12471000000.0,18371000000.0,163468000000.0,-313000000.0,1913902000000.0,1748113000000.0,420,1,-16.76,-51.459999999999994,5.1,-1.23,0.0713,2.3319,,0.6788,-0.207,20,-0.0367
C,CITIGROUP INC,2011.0,Q1,2011-03-31,10-Q,2011-05-05,,,,,376541000000.0,,,,,171037000000.0,,1947815000000.0,1774422000000.0,35,0,-16.76,-51.459999999999994,5.1,-1.79,,2.2015,,,,0,
C,CITIGROUP INC,2012.0,Q1,2011-03-31,10-Q,2012-05-04,,,6053000000.0,,,,,,,,,,,400,1,-11.41,-39.62,8.260000000000002,-1.79,,,,,,20,
C,CITIGROUP INC,2011.0,Q2,2011-06-30,10-Q,2011-08-05,,,,,352458000000.0,,,,,176364000000.0,,1956626000000.0,1777981000000.0,36,0,-11.41,-39.62,8.260000000000002,-1.34,,1.9985,,,,0,
C,CITIGROUP INC,2012.0,Q2,2011-06-30,10-Q,2012-08-03,,,6438000000.0,,,,,,,,,,,400,1,0.0,0.0,0.0,2.23,,,,,,20,
C,CITIGROUP INC,2011.0,Q3,2011-09-30,10-Q,2011-11-04,,,,,333824000000.0,,,,,177372000000.0,,1935992000000.0,1756650000000.0,35,0,0.0,0.0,0.0,-0.61,,1.8821,,,,0,
C,CITIGROUP INC,2012.0,Q3,2011-09-30,10-Q,2012-11-06,,,6031000000.0,,,,,,,,,,,403,1,0.0,0.0,0.0,-0.61,,,,,,20,
C,CITIGROUP INC,2013.0,FY,2011-12-31,10-K,2014-03-03,,,24209000000.0,,,11067000000.0,,50250000000.0,77331000000.0,,3575000000.0,,,793,1,320.94,745.45,302.93,-1.05,0.1431,,,0.6498,-0.2722,50,-0.0051
C,CITIGROUP INC,2012.0,Q1,2012-03-31,10-Q,2012-05-04,,,,,311079000000.0,,,,,181820000000.0,,1944423000000.0,1760700000000.0,34,0,320.94,745.45,302.93,-0.62,,1.7109,,,,30,
C,CITIGROUP INC,2013.0,FY,2012-03-31,10-K,2014-03-03,,,,,,2931000000.0,,12179000000.0,19121000000.0,,997000000.0,,,702,1,4.08,123.91000000000001,-2.34,0.44,0.1533,,,0.6369,-0.3012,20,0.0051
C,CITIGROUP INC,2013.0,Q1,2012-03-31,10-Q,2013-05-03,,,5590000000.0,,,,,,,,,,,398,1,4.08,123.91000000000001,-2.34,0.44,,,,,,20,
C,CITIGROUP INC,2012.0,Q2,2012-06-30,10-Q,2012-08-03,,,,,288334000000.0,,,,,183911000000.0,,1916451000000.0,1730612000000.0,34,0,-75.27000000000001,-73.52,-75.76,-1.01,,1.5678,,,,30,
C,CITIGROUP INC,2013.0,FY,2012-06-30,10-K,2014-03-03,,,,,,2946000000.0,,11994000000.0,18387000000.0,,718000000.0,,,611,1,-76.22,-73.38,-76.13,-1.44,0.1602,,,0.6523,-0.2666,50,0.012
C,CITIGROUP INC,2013.0,Q2,2012-06-30,10-Q,2013-08-02,,,5343000000.0,,,,,,,,,,,398,1,-3.84,0.51,-1.52,-1.44,,,,,,20,
C,CITIGROUP INC,2012.0,Q3,2012-09-30,10-Q,2012-11-06,,,,,271862000000.0,,,,,186777000000.0,,1931346000000.0,1742608000000.0,37,0,-3.84,0.51,-1.52,-0.67,,1.4555,,,,0,
C,CITIGROUP INC,2013.0,FY,2012-09-30,10-K,2014-03-03,,,,,,468000000.0,,12092000000.0,13703000000.0,,-1494000000.0,,,519,1,-28.34,-84.03,-0.7100000000000001,0.7799999999999999,0.0342,,,0.8824,0.2506,20,-0.114
C,CITIGROUP INC,2013.0,Q3,2012-09-30,10-Q,2013-11-01,,,5026000000.0,,,,,,,,,,,397,1,-25.47,-84.11,0.8200000000000001,0.7799999999999999,,,,,,20,
C,CITIGROUP INC,2013.0,FY,2012-12-31,10-K,2014-03-03,,,,,239463000000.0,1196000000.0,,13709000000.0,17917000000.0,189049000000.0,-214000000.0,1864660000000.0,1673663000000.0,427,1,-2.56,-59.4,14.299999999999999,-2.7,0.0668,1.2667,,0.7651,-0.0131,35,-0.0814
C,CITIGROUP INC,2013.0,Q1,2013-03-31,10-Q,2013-05-03,,,,,234326000000.0,,,,,193359000000.0,,1881734000000.0,1686395000000.0,33,0,-2.56,-59.4,14.299999999999999,-2.5700000000000003,,1.2119,,,,15,
C,CITIGROUP INC,2014.0,Q1,2013-03-31,10-Q,2014-05-02,,,4330000000.0,,,,,,,,,,,397,1,30.75,155.56,13.370000000000001,-2.5700000000000003,,,,,,35,
C,CITIGROUP INC,2013.0,Q2,2013-06-30,10-Q,2013-08-02,,,,,220959000000.0,,,,,195926000000.0,,1883988000000.0,1686162000000.0,33,0,30.75,155.56,13.370000000000001,-2.45,,1.1278,,,,15,
C,CITIGROUP INC,2014.0,Q2,2013-06-30,10-Q,2014-08-01,,,4158000000.0,,,,,,,,,,,397,1,0.0,0.0,0.0,1.04,,,,,,20,
C,CITIGROUP INC,2013.0,Q3,2013-09-30,10-Q,2013-11-01,,,,,221593000000.0,,,,,200846000000.0,,1899511000000.0,1696772000000.0,32,0,0.0,0.0,0.0,0.9400000000000001,,1.1033,,,,0,
C,CITIGROUP INC,2014.0,Q3,2013-09-30,10-Q,2014-10-30,,,3952000000.0,,,,,,,,,,,395,1,0.0,0.0,0.0,0.9400000000000001,,,,,,20,
C,CITIGROUP INC,2014.0,Q1,2014-03-31,10-Q,2014-05-02,,,,,222747000000.0,,,,,208462000000.0,,1894736000000.0,1684494000000.0,32,0,0.0,0.0,0.0,0.5700000000000001,,1.0685,,,,0,
C,CITIGROUP INC,2015.0,Q1,2014-03-31,10-Q,2015-05-11,,,3591000000.0,,,,,,,,,,,406,1,0.0,0.0,0.0,0.5700000000000001,,,,,,20,
C,CITIGROUP INC,2014.0,Q2,2014-06-30,10-Q,2014-08-01,,,,,226984000000.0,,,,,211362000000.0,,1909715000000.0,1696616000000.0,32,0,0.0,0.0,0.0,0.54,,1.0739,,,,0,
C,CITIGROUP INC,2015.0,Q2,2014-06-30,10-Q,2015-08-03,,,3615000000.0,,,,,15521000000.0,,,,,,399,1,0.0,0.0,13.22,0.54,,,,,,35,
C,CITIGROUP INC,2014.0,Q3,2014-09-30,10-Q,2014-10-30,,,,,223842000000.0,,,,,212272000000.0,,1882849000000.0,1668958000000.0,30,0,0.0,0.0,13.22,-0.63,,1.0545,,,,15,
C,CITIGROUP INC,2015.0,Q3,2014-09-30,10-Q,2015-10-30,,,3325000000.0,,,,,12955000000.0,,,,,,395,1,0.0,0.0,-5.5,-0.63,,,,,,20,
C,CITIGROUP INC,2015.0,Q1,2015-03-31,10-Q,2015-05-11,,,,,210522000000.0,,,10884000000.0,,214620000000.0,,1831801000000.0,1615778000000.0,41,1,0.0,0.0,-20.61,-4.08,,0.9809,,,,50,
C,CITIGROUP INC,2016.0,Q1,2015-03-31,10-Q,2016-05-02,,,3028000000.0,,,,,,,,,,,398,1,0.0,0.0,-29.880000000000003,-4.08,,,,,,50,
C,CITIGROUP INC,2015.0,Q2,2015-06-30,10-Q,2015-08-03,,,,,211845000000.0,,,10928000000.0,,219440000000.0,,1829370000000.0,1608545000000.0,34,0,0.0,0.0,-29.59,-2.8400000000000003,,0.9654,,,,30,
C,CITIGROUP INC,2016.0,Q2,2015-06-30,10-Q,2016-08-01,,,3051000000.0,,,,,,,,,,,398,1,0.0,0.0,-15.65,-2.8400000000000003,,,,,,35,
C,CITIGROUP INC,2015.0,Q3,2015-09-30,10-Q,2015-10-30,,,,,213533000000.0,,,10669000000.0,,220848000000.0,,1808356000000.0,1586219000000.0,30,0,0.0,0.0,-1.9800000000000002,-1.28,,0.9669,,,,0,
C,CITIGROUP INC,2016.0,Q3,2015-09-30,10-Q,2016-10-31,,,2941000000.0,,,,,,,,,,,397,1,0.0,0.0,-1.9800000000000002,-1.28,,,,,,20,
C,CITIGROUP INC,2017.0,FY,2015-12-31,10-K,2018-02-23,,,11921000000.0,,,17242000000.0,,,76354000000.0,,7440000000.0,,,785,1,326.15,1341.6399999999999,-2.37,-1.15,0.2258,,,,,20,-0.0015
C,CITIGROUP INC,2018.0,FY,2015-12-31,10-K,2019-02-22,133097000000.0,,,,,,,,,,,,,1149,1,326.15,1341.6399999999999,-2.37,-1.15,,,,,,20,
C,CITIGROUP INC,2016.0,Q1,2016-03-31,10-Q,2016-05-02,,,,,207835000000.0,,,,,227522000000.0,,1800967000000.0,1572206000000.0,32,0,326.15,1341.6399999999999,0.0,-0.41000000000000003,,0.9135,,,,0,
C,CITIGROUP INC,2017.0,FY,2016-03-31,10-K,2018-02-23,,,,,,3501000000.0,,,17555000000.0,,1479000000.0,,,694,1,-2.02,192.73,0.0,-0.41000000000000003,0.1994,,,,,20,-0.0279
C,CITIGROUP INC,2017.0,Q1,2016-03-31,10-Q,2017-05-01,,,2940000000.0,,,,,,,,,,,396,1,-77.01,-79.69000000000001,0.0,-0.41000000000000003,,,,,,20,
C,CITIGROUP INC,2016.0,Q2,2016-06-30,10-Q,2016-08-01,,,,,207448000000.0,,,,,231888000000.0,,1818771000000.0,1585750000000.0,32,0,-77.01,-79.69000000000001,0.0,0.58,,0.8946,,,,0,
C,CITIGROUP INC,2017.0,FY,2016-06-30,10-K,2018-02-23,,,,,,3998000000.0,,,17548000000.0,,1723000000.0,,,603,1,-77.02,-76.81,0.0,0.9900000000000001,0.2278,,,,,20,0.0005
C,CITIGROUP INC,2017.0,Q2,2016-06-30,10-Q,2017-08-01,,,3120000000.0,,,,,,,,,,,397,1,-0.04,14.2,0.0,0.9900000000000001,,,,,,20,
C,CITIGROUP INC,2016.0,Q3,2016-09-30,10-Q,2016-10-31,,,,,209051000000.0,,,,,231575000000.0,,1818117000000.0,1585427000000.0,31,0,-0.04,14.2,0.0,0.95,,0.9027,,,,0,
C,CITIGROUP INC,2017.0,FY,2016-09-30,10-K,2018-02-23,,,,,,3840000000.0,,,17760000000.0,,1733000000.0,,,511,1,1.17,9.68,0.0,-0.04,0.2162,,,,,20,-0.0111
C,CITIGROUP INC,2017.0,Q3,2016-09-30,10-Q,2017-10-31,,,3174000000.0,,,,,,,,,,,396,1,1.21,-3.95,0.0,-0.04,,,,,,20,
C,CITIGROUP INC,2017.0,FY,2016-12-31,10-K,2018-02-23,,,,,206178000000.0,3573000000.0,,,17012000000.0,225120000000.0,1509000000.0,1792077000000.0,1565934000000.0,419,1,-3.05,-10.63,0.0,-1.47,0.21,0.9159,,,,20,-0.0173
C,CITIGROUP INC,2018.0,FY,2016-12-31,10-K,2019-02-22,160494000000.0,,12512000000.0,,,14912000000.0,,,70797000000.0,,6444000000.0,,,783,1,303.45,272.99,0.0,-1.43,0.2106,,,,,20,-0.0379
C,CITIGROUP INC,2017.0,Q1,2017-03-31,10-Q,2017-05-01,,,,,208530000000.0,,,,,228132000000.0,,1821635000000.0,1592482000000.0,31,0,298.63,288.33000000000004,0.0,0.19,,0.9141,,,,0,
C,CITIGROUP INC,2018.0,FY,2017-03-31,10-K,2019-02-22,,,,,,4090000000.0,,,18366000000.0,,1863000000.0,,,693,1,3.4099999999999997,6.510000000000001,0.0,0.19,0.2227,,,,,20,-0.0258
C,CITIGROUP INC,2018.0,Q1,2017-03-31,10-Q,2018-05-01,180045000000.0,,3566000000.0,,,,,,,,,,,396,1,7.960000000000001,14.469999999999999,0.0,1.6500000000000001,,,,,,20,
C,CITIGROUP INC,2017.0,Q2,2017-06-30,10-Q,2017-08-01,,,,,225179000000.0,,,,,230019000000.0,,1864063000000.0,1632956000000.0,32,0,-74.06,-72.57000000000001,0.0,4.02,,0.979,,,,0,
C,CITIGROUP INC,2018.0,FY,2017-06-30,10-K,2019-02-22,,,,,,3872000000.0,,,18155000000.0,,1795000000.0,,,602,1,-74.36,-74.03,0.0,2.33,0.2133,,,,,20,-0.0352
C,CITIGROUP INC,2018.0,Q2,2017-06-30,10-Q,2018-07-31,186082000000.0,,4036000000.0,,,,,,,,,,,396,1,-1.15,-5.33,0.0,2.33,,,,,,20,
C,CITIGROUP INC,2017.0,Q3,2017-09-30,10-Q,2017-10-31,,,,,232673000000.0,,,,,227634000000.0,,1889133000000.0,1660511000000.0,31,0,-1.15,-5.33,0.0,3.71,,1.0221,,,,0,
C,CITIGROUP INC,2018.0,FY,2017-09-30,10-K,2019-02-22,,,,,,4133000000.0,,,18419000000.0,,1866000000.0,,,510,1,0.29,1.05,0.0,1.34,0.2244,,,,,20,-0.0241
C,CITIGROUP INC,2018.0,Q3,2017-09-30,10-Q,2018-10-30,186109000000.0,,4379000000.0,,,,,,,,,,,395,1,1.4500000000000002,6.74,0.0,1.34,,,,,,20,
C,CITIGROUP INC,2018.0,FY,2017-12-31,10-K,2019-02-22,180516000000.0,,,,236709000000.0,-18893000000.0,,,17504000000.0,200740000000.0,23864000000.0,1842465000000.0,1640793000000.0,418,1,-3.5900000000000003,-587.94,0.0,-1.16,-1.0794,1.1792,0.11,,,35,-1.3279
C,CITIGROUP INC,2019.0,FY,2017-12-31,10-K,2020-02-21,,,16518000000.0,,,-6798000000.0,,,72444000000.0,,29388000000.0,,,782,1,299.03,-275.57,0.0,-2.4699999999999998,-0.0938,,,,,35,-0.3451
C,CITIGROUP INC,2018.0,Q1,2018-03-31,10-Q,2018-05-01,202704000000.0,,,,237938000000.0,,,,,201915000000.0,,1922104000000.0,1719238000000.0,31,0,293.31,-264.48,0.0,1.7500000000000002,,1.1784,0.1179,,,0,
C,CITIGROUP INC,2019.0,FY,2018-03-31,10-K,2020-02-21,,,,,,4620000000.0,,,18872000000.0,,1441000000.0,,,692,1,2.46,11.78,0.0,1.7500000000000002,0.2448,,,,,20,-0.0065
C,CITIGROUP INC,2019.0,Q1,2018-03-31,10-Q,2019-04-30,,,5160000000.0,,,,,,,,,,,395,1,7.82,-124.44999999999999,0.0,4.32,,,,,,20,
C,CITIGROUP INC,2018.0,Q2,2018-06-30,10-Q,2018-07-31,200902000000.0,,,,236822000000.0,,,,,200094000000.0,,1912334000000.0,1711366000000.0,31,0,-73.95,-167.96,0.0,3.7900000000000005,,1.1836,0.1174,,,0,
C,CITIGROUP INC,2019.0,FY,2018-06-30,10-K,2020-02-21,,,,,,4490000000.0,,,18469000000.0,,1444000000.0,,,601,1,-74.51,-166.05,0.0,-0.51,0.2431,,,,,20,-0.0082
C,CITIGROUP INC,2019.0,Q2,2018-06-30,10-Q,2019-08-01,,,5885000000.0,,,,,,,,,,,397,1,-2.1399999999999997,-2.81,0.0,-0.51,,,,,,20,
C,CITIGROUP INC,2018.0,Q3,2018-09-30,10-Q,2018-10-30,199286000000.0,,,,235270000000.0,,,,,197004000000.0,,1925165000000.0,1727302000000.0,30,0,-2.1399999999999997,-2.81,0.0,0.16,,1.1942,0.1154,,,0,
C,CITIGROUP INC,2019.0,FY,2018-09-30,10-K,2020-02-21,,,,,,4622000000.0,,,18389000000.0,,1471000000.0,,,509,1,-2.56,0.04,0.0,0.67,0.2513,,,,,20,0.0
C,CITIGROUP INC,2019.0,Q3,2018-09-30,10-Q,2019-11-01,,,6368000000.0,,,,,,,,,,,397,1,-0.43,2.94,0.0,0.67,,,,,,20,
C,CITIGROUP INC,2018.0,FY,2018-12-31,10-K,2019-02-22,188105000000.0,,,,,,,,,,,,,53,0,-0.43,2.94,0.0,0.67,,,,,,0,
C,CITIGROUP INC,2019.0,FY,2018-12-31,10-K,2020-02-21,,,,,231999000000.0,4313000000.0,,,17124000000.0,196220000000.0,1001000000.0,1917383000000.0,1720309000000.0,417,1,-7.28,-3.94,0.0,-0.4,0.2519,1.1823,,,,20,0.0006
C,CITIGROUP INC,2020.0,FY,2018-12-31,10-K,2021-02-26,,44528000000.0,24266000000.0,-73118000000.0,,18045000000.0,36952000000.0,,72854000000.0,,5357000000.0,,,788,1,296.18,290.42,0.0,-0.4,0.2477,,,,,20,-0.0508
C,CITIGROUP INC,2019.0,Q1,2019-03-31,10-Q,2019-04-30,,,,,243566000000.0,,,,,196252000000.0,,1958413000000.0,1761398000000.0,30,0,296.18,290.42,0.0,1.73,,1.2411,,,,0,
C,CITIGROUP INC,2020.0,FY,2019-03-31,10-K,2021-02-26,,,,,,4710000000.0,,,18576000000.0,,1275000000.0,,,698,1,1.02,1.9,0.0,1.73,0.2536,,,,,20,-0.0449
C,CITIGROUP INC,2020.0,Q1,2019-03-31,10-Q,2020-05-04,,,7317000000.0,,,,,,,,,,,400,1,8.48,9.2,0.0,2.1399999999999997,,,,,,20,
C,CITIGROUP INC,2019.0,Q2,2019-06-30,10-Q,2019-08-01,,,,,252189000000.0,,,,,197359000000.0,,1988226000000.0,1790116000000.0,32,0,-74.5,-73.9,0.0,3.6900000000000004,,1.2778,,,,0,
C,CITIGROUP INC,2020.0,FY,2019-06-30,10-K,2021-02-26,,,,,,4799000000.0,,,18758000000.0,,1373000000.0,,,607,1,-74.25,-73.41,0.0,1.52,0.2558,,,,,20,-0.0427
C,CITIGROUP INC,2020.0,Q2,2019-06-30,10-Q,2020-08-05,,,7762000000.0,,,,,,,,,,,402,1,0.98,1.8900000000000001,0.0,1.52,,,,,,20,
C,CITIGROUP INC,2019.0,Q3,2019-09-30,10-Q,2019-11-01,,,,,242238000000.0,,,,,196373000000.0,,2014802000000.0,1817732000000.0,32,0,0.98,1.8900000000000001,0.0,2.88,,1.2336,,,,0,
C,CITIGROUP INC,2020.0,FY,2019-09-30,10-K,2021-02-26,,,,,,4913000000.0,,,18574000000.0,,1079000000.0,,,515,1,-0.01,4.31,0.0,1.34,0.2645,,,,,20,-0.034
C,CITIGROUP INC,2020.0,Q3,2019-09-30,10-Q,2020-11-04,,,7536000000.0,,,,,,,,,,,401,1,-0.98,2.3800000000000003,0.0,1.34,,,,,,20,
C,CITIGROUP INC,2020.0,FY,2019-12-31,10-K,2021-02-26,,,,,248760000000.0,4979000000.0,,,18378000000.0,193242000000.0,703000000.0,1951158000000.0,1757212000000.0,423,1,-2.03,3.75,0.0,-1.8599999999999999,0.2709,1.2873,,,,20,-0.0276
C,CITIGROUP INC,2020.0,Q1,2020-03-31,10-Q,2020-05-04,,,,,266098000000.0,,,,,192331000000.0,,2219770000000.0,2026788000000.0,34,0,-2.03,3.75,0.0,10.17,,1.3835,,,,0,
C,CITIGROUP INC,2021.0,Q1,2020-03-31,10-Q,2021-05-06,,191358000000.0,5647000000.0,-72857000000.0,,,-25533000000.0,,,,,,,401,1,-1.06,1.34,0.0,10.17,,,,,,20,
C,CITIGROUP INC,2020.0,Q2,2020-06-30,10-Q,2020-08-05,,,,,279775000000.0,,,,,191622000000.0,,2232715000000.0,2040413000000.0,36,0,-1.06,1.34,0.0,10.82,,1.46,,,,0,
C,CITIGROUP INC,2021.0,Q2,2020-06-30,10-Q,2021-08-04,,,3509000000.0,,,,,,,,,,,400,1,0.0,0.0,0.0,14.430000000000001,,,,,,20,
C,CITIGROUP INC,2020.0,Q3,2020-09-30,10-Q,2020-11-04,,,,,273254000000.0,,,,,193876000000.0,,2234459000000.0,2039864000000.0,35,0,0.0,0.0,0.0,0.66,,1.4094,,,,0,
C,CITIGROUP INC,2021.0,Q3,2020-09-30,10-Q,2021-11-08,,,2821000000.0,,,,,,,,,,,404,1,0.0,0.0,0.0,0.66,,,,,,20,
C,CITIGROUP INC,2022.0,FY,2020-12-31,10-K,2023-02-27,,233595000000.0,13338000000.0,-92445000000.0,,11047000000.0,-23488000000.0,,75501000000.0,,2525000000.0,2260000000000.0,,788,1,310.82,121.86999999999999,0.0,1.22,0.1463,,,,,20,-0.0797
C,CITIGROUP INC,2021.0,Q1,2021-03-31,10-Q,2021-05-06,,,,,256335000000.0,,,,,202549000000.0,,,2110993000000.0,36,0,310.82,121.86999999999999,0.0,1.22,,1.2655,,,,0,
C,CITIGROUP INC,2022.0,Q1,2021-03-31,10-Q,2022-05-09,,33255000000.0,2028000000.0,-40934000000.0,,,23198000000.0,,,,,2291000000000.0,,404,1,310.82,121.86999999999999,0.0,2.53,,,,,,20,
C,CITIGROUP INC,2021.0,Q2,2021-06-30,10-Q,2021-08-04,,,,,264575000000.0,,,,,202159000000.0,,,2124958000000.0,35,0,310.82,121.86999999999999,0.0,2.53,,1.3087,,,,0,
C,CITIGROUP INC,2022.0,Q2,2021-06-30,10-Q,2022-08-04,,,1985000000.0,,,6193000000.0,,,17753000000.0,,1155000000.0,2291000000000.0,,400,1,-76.49000000000001,-43.94,0.0,1.37,0.3488,,,,,20,0.0
C,CITIGROUP INC,2021.0,Q3,2021-09-30,10-Q,2021-11-08,,,,,258274000000.0,,,,,200875000000.0,,2361876000000.0,2160266000000.0,39,0,-76.49000000000001,-43.94,0.0,4.51,,1.2857,,,,0,
C,CITIGROUP INC,2022.0,Q3,2021-09-30,10-Q,2022-11-04,,,1959000000.0,,,4644000000.0,,,17447000000.0,,1193000000.0,,,400,1,-76.89,-57.96,0.0,3.09,0.2662,,,,,20,-0.0677
C,CITIGROUP INC,2022.0,FY,2021-12-31,10-K,2023-02-27,,,,,254374000000.0,,,,,201972000000.0,,,2088741000000.0,423,1,-76.89,-57.96,0.0,3.09,,1.2595,,,,20,
